end_of_interval	qx_avg
1996-09-23 08:00:00	496.2
1996-09-24 08:00:00	406.2
1996-09-25 08:00:00	304.5
1996-09-26 08:00:00	309.9
1996-09-27 08:00:00	320.3
1996-09-28 08:00:00	347.2
1996-09-29 08:00:00	260
1996-09-30 08:00:00	348.5
1996-10-01 08:00:00	312.4
1996-10-02 08:00:00	296.9
1996-10-03 08:00:00	370
1996-10-04 08:00:00	429.2
1996-10-05 08:00:00	423.6
1996-10-06 08:00:00	380
1996-10-07 08:00:00	446.3
1996-10-08 08:00:00	419
1996-10-09 08:00:00	370
1996-10-10 08:00:00	308.3
1996-10-11 08:00:00	321.5
1996-10-12 08:00:00	296.8
1996-10-13 08:00:00	272.8
1996-10-14 08:00:00	253.8
1996-10-15 08:00:00	240.4
1996-10-16 08:00:00	222
1996-10-17 08:00:00	203.3
1996-10-18 08:00:00	179.5
1996-10-19 08:00:00	235
1996-10-20 08:00:00	220.8
1996-10-21 08:00:00	213.8
1996-10-22 08:00:00	192.5
1996-10-23 08:00:00	171.3
1996-10-24 08:00:00	165.9
1996-10-25 08:00:00	181.8
1996-10-26 08:00:00	437.1
1996-10-27 08:00:00	435
1996-10-28 08:00:00	460.5
1996-10-29 08:00:00	430.5
1996-10-30 08:00:00	391.9
1996-10-31 08:00:00	410
1996-11-01 08:00:00	400
1996-11-02 08:00:00	380
1996-11-03 08:00:00	362
1996-11-04 08:00:00	362
1996-11-05 08:00:00	300
1996-11-06 08:00:00	302
1996-11-07 08:00:00	290
1996-11-08 08:00:00	215
1996-11-09 08:00:00	320
1996-11-10 08:00:00	310
1996-11-11 08:00:00	270
1996-11-12 08:00:00	220
1996-11-13 08:00:00	210
1996-11-14 08:00:00	210
1996-11-15 08:00:00	215
1996-11-16 08:00:00	175
1996-11-17 08:00:00	158
1996-11-18 08:00:00	148
1996-11-19 08:00:00	210
1996-11-20 08:00:00	180.8
1996-11-21 08:00:00	157.1
1996-11-22 08:00:00	168.7
1996-11-23 08:00:00	218
1996-11-24 08:00:00	185.4
1996-11-25 08:00:00	171.1
1996-11-26 08:00:00	135.6
1996-11-27 08:00:00	134.6
1996-11-28 08:00:00	130.5
1996-11-29 08:00:00	138.6
1996-11-30 08:00:00	139.3
1996-12-01 08:00:00	139
1996-12-02 08:00:00	150.2
1996-12-03 08:00:00	125.56
1996-12-04 08:00:00	107.1
1996-12-05 08:00:00	89.88
1996-12-06 08:00:00	87.03
1996-12-07 08:00:00	120.7
1996-12-08 08:00:00	105.7
1996-12-09 08:00:00	109.3
1996-12-10 08:00:00	135.6
1996-12-11 08:00:00	93.53
1996-12-12 08:00:00	98.46
1996-12-13 08:00:00	102.3
1996-12-14 08:00:00	150.3
1996-12-15 08:00:00	96.82
1996-12-16 08:00:00	93.09
1996-12-17 08:00:00	75.17
1996-12-18 08:00:00	79.3
1996-12-19 08:00:00	95.88
1996-12-20 08:00:00	69.43
1996-12-21 08:00:00	74.99
1996-12-22 08:00:00	92.78
1996-12-23 08:00:00	89.26
1996-12-24 08:00:00	91.27
1996-12-25 08:00:00	79.35
1996-12-26 08:00:00	87.82
1996-12-27 08:00:00	93.45
1996-12-28 08:00:00	93.85
1996-12-29 08:00:00	87.7
1996-12-30 08:00:00	100.6
1996-12-31 08:00:00	112
1997-01-01 08:00:00	81.93
1997-01-02 08:00:00	93.6
1997-01-03 08:00:00	74.67
1997-01-04 08:00:00	77.24
1997-01-05 08:00:00	97.8
1997-01-06 08:00:00	82.4
1997-01-07 08:00:00	82.27
1997-01-08 08:00:00	69.63
1997-01-09 08:00:00	71.77
1997-01-10 08:00:00	64.53
1997-01-11 08:00:00	60.12
1997-01-12 08:00:00	86.94
1997-01-13 08:00:00	93.51
1997-01-14 08:00:00	80.61
1997-01-15 08:00:00	78.57
1997-01-16 08:00:00	54.94
1997-01-17 08:00:00	50.84
1997-01-18 08:00:00	51.5
1997-01-19 08:00:00	65
1997-01-20 08:00:00	105.4
1997-01-21 08:00:00	79.61
1997-01-22 08:00:00	89.4
1997-01-23 08:00:00	94.8
1997-01-24 08:00:00	76.24
1997-01-25 08:00:00	80.36
1997-01-26 08:00:00	95.28
1997-01-27 08:00:00	111.3
1997-01-28 08:00:00	105.4
1997-01-29 08:00:00	190.4
1997-01-30 08:00:00	104.2
1997-01-31 08:00:00	83.23
1997-02-01 08:00:00	86.04
1997-02-02 08:00:00	77.12
1997-02-03 08:00:00	154.28
1997-02-04 08:00:00	94.69
1997-02-05 08:00:00	138.2
1997-02-06 08:00:00	224.7
1997-02-07 08:00:00	101
1997-02-08 08:00:00	179.24
1997-02-09 08:00:00	132.05
1997-02-10 08:00:00	94.3
1997-02-11 08:00:00	90.14
1997-02-12 08:00:00	109.4
1997-02-13 08:00:00	178.8
1997-02-14 08:00:00	83.07
1997-02-15 08:00:00	94.03
1997-02-16 08:00:00	89.54
1997-02-17 08:00:00	79.39
1997-02-18 08:00:00	80.15
1997-02-19 08:00:00	79.76
1997-02-20 08:00:00	166.3
1997-02-21 08:00:00	77.47
1997-02-22 08:00:00	78.01
1997-02-23 08:00:00	92.7
1997-02-24 08:00:00	87.2
1997-02-25 08:00:00	75.3
1997-02-26 08:00:00	78.11
1997-02-27 08:00:00	88.57
1997-02-28 08:00:00	97.35
1997-03-01 08:00:00	105.2
1997-03-02 08:00:00	128.4
1997-03-03 08:00:00	168.7
1997-03-04 08:00:00	86.98
1997-03-05 08:00:00	91.44
1997-03-06 08:00:00	76.5
1997-03-07 08:00:00	72.05
1997-03-08 08:00:00	87.95
1997-03-09 08:00:00	92.94
1997-03-10 08:00:00	72.4
1997-03-11 08:00:00	75.2
1997-03-12 08:00:00	80.16
1997-03-13 08:00:00	52.47
1997-03-14 08:00:00	79.19
1997-03-15 08:00:00	106.32
1997-03-16 08:00:00	63.05
1997-03-17 08:00:00	54.4
1997-03-18 08:00:00	50.81
1997-03-19 08:00:00	57.68
1997-03-20 08:00:00	53.4
1997-03-21 08:00:00	75.5
1997-03-22 08:00:00	47.09
1997-03-23 08:00:00	51
1997-03-24 08:00:00	50
1997-03-25 08:00:00	55.17
1997-03-26 08:00:00	44.29
1997-03-27 08:00:00	43.71
1997-03-28 08:00:00	41.81
1997-03-29 08:00:00	36.11
1997-03-30 08:00:00	42.8
1997-03-31 08:00:00	42.8
1997-04-01 08:00:00	31.58
1997-04-02 08:00:00	49.85
1997-04-03 08:00:00	48.46
1997-04-04 08:00:00	69.04
1997-04-05 08:00:00	80.36
1997-04-06 08:00:00	81.39
1997-04-07 08:00:00	71.06
1997-04-08 08:00:00	53.25
1997-04-09 08:00:00	51.01
1997-04-10 08:00:00	47.99
1997-04-11 08:00:00	47.05
1997-04-12 08:00:00	45.95
1997-04-13 08:00:00	40.95
1997-04-14 08:00:00	42.28
1997-04-15 08:00:00	37.61
1997-04-16 08:00:00	43.81
1997-04-17 08:00:00	34.51
1997-04-18 08:00:00	35.75
1997-04-19 08:00:00	33.27
1997-04-20 08:00:00	35.77
1997-04-21 08:00:00	32.02
1997-04-22 08:00:00	29.12
1997-04-23 08:00:00	27.13
1997-04-24 08:00:00	26.65
1997-04-25 08:00:00	25.77
1997-04-26 08:00:00	25.26
1997-04-27 08:00:00	25.26
1997-04-28 08:00:00	23.46
1997-04-29 08:00:00	23.87
1997-04-30 08:00:00	21.53
1997-05-01 08:00:00	21.15
1997-05-02 08:00:00	18.62
1997-05-03 08:00:00	21.32
1997-05-04 08:00:00	20.41
1997-05-05 08:00:00	21.42
1997-05-06 08:00:00	21.23
1997-05-07 08:00:00	21.99
1997-05-08 08:00:00	21.59
1997-05-09 08:00:00	20.69
1997-05-10 08:00:00	19.96
1997-05-11 08:00:00	19.94
1997-05-12 08:00:00	19.44
1997-05-13 08:00:00	19.16
1997-05-14 08:00:00	17.21
1997-05-15 08:00:00	16.85
1997-05-16 08:00:00	15.93
1997-05-17 08:00:00	15.55
1997-05-18 08:00:00	14.61
1997-05-19 08:00:00	14.61
1997-05-20 08:00:00	23.99
1997-05-21 08:00:00	23.86
1997-05-22 08:00:00	24.48
1997-05-23 08:00:00	23.09
1997-05-24 08:00:00	22.77
1997-05-25 08:00:00	23.64
1997-05-26 08:00:00	24.5
1997-05-27 08:00:00	22.36
1997-05-28 08:00:00	22.24
1997-05-29 08:00:00	23.6
1997-05-30 08:00:00	22.94
1997-05-31 08:00:00	24.79
1997-06-01 08:00:00	23.79
1997-06-02 08:00:00	23.12
1997-06-03 08:00:00	22.6
1997-06-04 08:00:00	21.94
1997-06-05 08:00:00	21.45
1997-06-06 08:00:00	18.85
1997-06-07 08:00:00	18.22
1997-06-08 08:00:00	18.22
1997-06-09 08:00:00	17.86
1997-06-10 08:00:00	17.55
1997-06-11 08:00:00	20.45
1997-06-12 08:00:00	17.92
1997-06-13 08:00:00	25.1
1997-06-14 08:00:00	24.34
1997-06-15 08:00:00	24.75
1997-06-16 08:00:00	18.64
1997-06-17 08:00:00	26.02
1997-06-18 08:00:00	20.78
1997-06-19 08:00:00	21.6
1997-06-20 08:00:00	20.23
1997-06-21 08:00:00	19.65
1997-06-22 08:00:00	18.2
1997-06-23 08:00:00	20.23
1997-06-24 08:00:00	24.82
1997-06-25 08:00:00	26.24
1997-06-26 08:00:00	29.72
1997-06-27 08:00:00	34.9
1997-06-28 08:00:00	172.9
1997-06-29 08:00:00	250
1997-06-30 08:00:00	365.5
1997-07-01 08:00:00	292.26
1997-07-02 08:00:00	270
1997-07-03 08:00:00	279.63
1997-07-04 08:00:00	339.5
1997-07-05 08:00:00	808.7
1997-07-06 08:00:00	687.2
1997-07-07 08:00:00	475
1997-07-08 08:00:00	400
1997-07-09 08:00:00	271.3
1997-07-10 08:00:00	207.7
1997-07-11 08:00:00	192.57
1997-07-12 08:00:00	186.83
1997-07-13 08:00:00	171
1997-07-14 08:00:00	166.74
1997-07-15 08:00:00	159
1997-07-16 08:00:00	233.9
1997-07-17 08:00:00	267.9
1997-07-18 08:00:00	251.7
1997-07-19 08:00:00	365.6
1997-07-20 08:00:00	325
1997-07-21 08:00:00	363.8
1997-07-22 08:00:00	642.6
1997-07-23 08:00:00	596.9
1997-07-24 08:00:00	1010.2
1997-07-25 08:00:00	3509.7
1997-07-26 08:00:00	2519
1997-07-27 08:00:00	2188
1997-07-28 08:00:00	1229
1997-07-29 08:00:00	734.1
1997-07-30 08:00:00	475
1997-07-31 08:00:00	4355
1997-08-01 08:00:00	6735
1997-08-02 08:00:00	6294
1997-08-03 08:00:00	4349
1997-08-04 08:00:00	2607
1997-08-05 08:00:00	2093
1997-08-06 08:00:00	2146
1997-08-07 08:00:00	2110
1997-08-08 08:00:00	1504
1997-08-09 08:00:00	999.9
1997-08-10 08:00:00	637.2
1997-08-11 08:00:00	579.2
1997-08-12 08:00:00	559
1997-08-13 08:00:00	636.9
1997-08-14 08:00:00	795.7
1997-08-15 08:00:00	850
1997-08-16 08:00:00	765.8
1997-08-17 08:00:00	540.7
1997-08-18 08:00:00	775.4
1997-08-19 08:00:00	2089
1997-08-20 08:00:00	2902
1997-08-21 08:00:00	4862
1997-08-22 08:00:00	7017
1997-08-23 08:00:00	12324
1997-08-24 08:00:00	7502
1997-08-25 08:00:00	5761
1997-08-26 08:00:00	3000
1997-08-27 08:00:00	1523
1997-08-28 08:00:00	1129
1997-08-29 08:00:00	1985
1997-08-30 08:00:00	4000
1997-08-31 08:00:00	4926
1997-09-01 08:00:00	3719
1997-09-02 08:00:00	2927
1997-09-03 08:00:00	2041
1997-09-04 08:00:00	1619
1997-09-05 08:00:00	1098
1997-09-06 08:00:00	988.04
1997-09-07 08:00:00	1267
1997-09-08 08:00:00	1941
1997-09-09 08:00:00	2424
1997-09-10 08:00:00	3448
1997-09-11 08:00:00	2791
1997-09-12 08:00:00	2315
1997-09-13 08:00:00	1976
1997-09-14 08:00:00	1851
1997-09-15 08:00:00	1930
1997-09-16 08:00:00	1825
1997-09-17 08:00:00	1727
1997-09-18 08:00:00	1465
1997-09-19 08:00:00	1421
1997-09-20 08:00:00	1094
1997-09-21 08:00:00	980.5
1997-09-22 08:00:00	943
1997-09-23 08:00:00	940.4
1997-09-24 08:00:00	883.1
1997-09-25 08:00:00	791.9
1997-09-26 08:00:00	711
1997-09-27 08:00:00	642.7
1997-09-28 08:00:00	525.5
1997-09-29 08:00:00	476.9
1997-09-30 08:00:00	436.5
1997-10-01 08:00:00	400.4
1997-10-02 08:00:00	350
1997-10-03 08:00:00	290
1997-10-04 08:00:00	270
1997-10-05 08:00:00	260
1997-10-06 08:00:00	260
1997-10-07 08:00:00	255
1997-10-08 08:00:00	319
1997-10-09 08:00:00	270
1997-10-10 08:00:00	270
1997-10-11 08:00:00	269
1997-10-12 08:00:00	262
1997-10-13 08:00:00	260.2
1997-10-14 08:00:00	280
1997-10-15 08:00:00	300
1997-10-16 08:00:00	297.5
1997-10-17 08:00:00	292.4
1997-10-18 08:00:00	290.8
1997-10-19 08:00:00	295
1997-10-20 08:00:00	295.2
1997-10-21 08:00:00	297.2
1997-10-22 08:00:00	289.2
1997-10-23 08:00:00	280.9
1997-10-24 08:00:00	298.8
1997-10-25 08:00:00	303.4
1997-10-26 08:00:00	330
1997-10-27 08:00:00	464.7
1997-10-28 08:00:00	431.4
1997-10-29 08:00:00	436.9
1997-10-30 08:00:00	420
1997-10-31 08:00:00	500
1997-11-01 08:00:00	502.8
1997-11-02 08:00:00	480
1997-11-03 08:00:00	440.3
1997-11-04 08:00:00	406.6
1997-11-05 08:00:00	391.2
1997-11-06 08:00:00	372.4
1997-11-07 08:00:00	335.4
1997-11-08 08:00:00	287.9
1997-11-09 08:00:00	280
1997-11-10 08:00:00	248.3
1997-11-11 08:00:00	206.8
1997-11-12 08:00:00	196.9
1997-11-13 08:00:00	196.4
1997-11-14 08:00:00	196
1997-11-15 08:00:00	183.8
1997-11-16 08:00:00	180
1997-11-17 08:00:00	180
1997-11-18 08:00:00	185
1997-11-19 08:00:00	185.2
1997-11-20 08:00:00	253.1
1997-11-21 08:00:00	335.6
1997-11-22 08:00:00	307.3
1997-11-23 08:00:00	225
1997-11-24 08:00:00	178.99
1997-11-25 08:00:00	165.7
1997-11-26 08:00:00	145.6
1997-11-27 08:00:00	148.5
1997-11-28 08:00:00	157.7
1997-11-29 08:00:00	151.9
1997-11-30 08:00:00	170
1997-12-01 08:00:00	255.1
1997-12-02 08:00:00	442.4
1997-12-03 08:00:00	399.1
1997-12-04 08:00:00	371.5
1997-12-05 08:00:00	337.1
1997-12-06 08:00:00	317.8
1997-12-07 08:00:00	325
1997-12-08 08:00:00	320.6
1997-12-09 08:00:00	255.6
1997-12-10 08:00:00	234.4
1997-12-11 08:00:00	218.5
1997-12-12 08:00:00	344.5
1997-12-13 08:00:00	276.5
1997-12-14 08:00:00	268.6
1997-12-15 08:00:00	260.6
1997-12-16 08:00:00	245.5
1997-12-17 08:00:00	243.2
1997-12-18 08:00:00	259.5
1997-12-19 08:00:00	267.9
1997-12-20 08:00:00	282.2
1997-12-21 08:00:00	190
1997-12-22 08:00:00	252.1
1997-12-23 08:00:00	217.7
1997-12-24 08:00:00	209
1997-12-25 08:00:00	206
1997-12-26 08:00:00	195.8
1997-12-27 08:00:00	217.5
1997-12-28 08:00:00	210
1997-12-29 08:00:00	196.6
1997-12-30 08:00:00	189.9
1997-12-31 08:00:00	203.1
1998-01-01 08:00:00	216.1
1998-01-02 08:00:00	198.7
1998-01-03 08:00:00	191.2
1998-01-04 08:00:00	190
1998-01-05 08:00:00	172.2
1998-01-06 08:00:00	167.5
1998-01-07 08:00:00	172.7
1998-01-08 08:00:00	182.1
1998-01-09 08:00:00	168.1
1998-01-10 08:00:00	195.3
1998-01-11 08:00:00	186.1
1998-01-12 08:00:00	177.8
1998-01-13 08:00:00	167.5
1998-01-14 08:00:00	189.1
1998-01-15 08:00:00	183.7
1998-01-16 08:00:00	157.7
1998-01-17 08:00:00	147.6
1998-01-18 08:00:00	162.8
1998-01-19 08:00:00	178.2
1998-01-20 08:00:00	208.8
1998-01-21 08:00:00	154.6
1998-01-22 08:00:00	177.9
1998-01-23 08:00:00	160.6
1998-01-24 08:00:00	174.8
1998-01-25 08:00:00	180
1998-01-26 08:00:00	200
1998-01-27 08:00:00	201.7
1998-01-28 08:00:00	264
1998-01-29 08:00:00	1735
1998-01-30 08:00:00	1800
1998-01-31 08:00:00	980
1998-02-01 08:00:00	637.7
1998-02-02 08:00:00	319.6
1998-02-03 08:00:00	260
1998-02-04 08:00:00	234.5
1998-02-05 08:00:00	286.2
1998-02-06 08:00:00	208.5
1998-02-07 08:00:00	204
1998-02-08 08:00:00	212.2
1998-02-09 08:00:00	214.6
1998-02-10 08:00:00	195.8
1998-02-11 08:00:00	178.6
1998-02-12 08:00:00	168.1
1998-02-13 08:00:00	159.6
1998-02-14 08:00:00	155.5
1998-02-15 08:00:00	146.6
1998-02-16 08:00:00	158.4
1998-02-17 08:00:00	151.4
1998-02-18 08:00:00	163.3
1998-02-19 08:00:00	157.8
1998-02-20 08:00:00	175.3
1998-02-21 08:00:00	138.2
1998-02-22 08:00:00	156.8
1998-02-23 08:00:00	136.2
1998-02-24 08:00:00	146.4
1998-02-25 08:00:00	153.1
1998-02-26 08:00:00	133.9
1998-02-27 08:00:00	117.6
1998-02-28 08:00:00	128.7
1998-03-01 08:00:00	125
1998-03-02 08:00:00	125.1
1998-03-03 08:00:00	122
1998-03-04 08:00:00	116.04
1998-03-05 08:00:00	141.4
1998-03-06 08:00:00	118.6
1998-03-07 08:00:00	134.1
1998-03-08 08:00:00	133.2
1998-03-09 08:00:00	132.1
1998-03-10 08:00:00	135.9
1998-03-11 08:00:00	117.4
1998-03-12 08:00:00	125.6
1998-03-13 08:00:00	128
1998-03-14 08:00:00	131.4
1998-03-15 08:00:00	106
1998-03-16 08:00:00	108.9
1998-03-17 08:00:00	105.4
1998-03-18 08:00:00	114.9
1998-03-19 08:00:00	110.4
1998-03-20 08:00:00	106.7
1998-03-21 08:00:00	101.5
1998-03-22 08:00:00	100
1998-03-23 08:00:00	134.83
1998-03-24 08:00:00	124.16
1998-03-25 08:00:00	123.07
1998-03-26 08:00:00	120.78
1998-03-27 08:00:00	116.91
1998-03-28 08:00:00	112.81
1998-03-29 08:00:00	120
1998-03-30 08:00:00	133.8
1998-03-31 08:00:00	146.02
1998-04-01 08:00:00	98.74
1998-04-02 08:00:00	95.12
1998-04-03 08:00:00	121.8
1998-04-04 08:00:00	156.8
1998-04-05 08:00:00	145.3
1998-04-06 08:00:00	133.7
1998-04-07 08:00:00	119
1998-04-08 08:00:00	158.2
1998-04-09 08:00:00	169
1998-04-10 08:00:00	164
1998-04-11 08:00:00	80.06
1998-04-12 08:00:00	95
1998-04-13 08:00:00	122
1998-04-14 08:00:00	145
1998-04-15 08:00:00	169.1
1998-04-16 08:00:00	193.9
1998-04-17 08:00:00	179
1998-04-18 08:00:00	148.7
1998-04-19 08:00:00	143
1998-04-20 08:00:00	169.4
1998-04-21 08:00:00	147.1
1998-04-22 08:00:00	136.9
1998-04-23 08:00:00	129.4
1998-04-24 08:00:00	122.2
1998-04-25 08:00:00	79.1
1998-04-26 08:00:00	85
1998-04-27 08:00:00	142.1
1998-04-28 08:00:00	111.2
1998-04-29 08:00:00	87.2
1998-04-30 08:00:00	94.55
1998-05-01 08:00:00	84.24
1998-05-02 08:00:00	160.6
1998-05-03 08:00:00	155
1998-05-04 08:00:00	192.5
1998-05-05 08:00:00	140.9
1998-05-06 08:00:00	123.8
1998-05-07 08:00:00	104
1998-05-08 08:00:00	98.24
1998-05-09 08:00:00	105.3
1998-05-10 08:00:00	120
1998-05-11 08:00:00	145
1998-05-12 08:00:00	209.1
1998-05-13 08:00:00	216.7
1998-05-14 08:00:00	205.9
1998-05-15 08:00:00	226.2
1998-05-16 08:00:00	177.4
1998-05-17 08:00:00	166.1
1998-05-18 08:00:00	154.8
1998-05-19 08:00:00	186.9
1998-05-20 08:00:00	210.3
1998-05-21 08:00:00	188.7
1998-05-22 08:00:00	194.6
1998-05-23 08:00:00	204.8
1998-05-24 08:00:00	240
1998-05-25 08:00:00	248
1998-05-26 08:00:00	238.5
1998-05-27 08:00:00	226.3
1998-05-28 08:00:00	220.4
1998-05-29 08:00:00	183.5
1998-05-30 08:00:00	251.9
1998-05-31 08:00:00	200
1998-06-01 08:00:00	227.4
1998-06-02 08:00:00	237.7
1998-06-03 08:00:00	270
1998-06-04 08:00:00	207.4
1998-06-05 08:00:00	234
1998-06-06 08:00:00	212.8
1998-06-07 08:00:00	224.7
1998-06-08 08:00:00	253.4
1998-06-09 08:00:00	201
1998-06-10 08:00:00	224.5
1998-06-11 08:00:00	192.9
1998-06-12 08:00:00	213.8
1998-06-13 08:00:00	186.9
1998-06-14 08:00:00	154.6
1998-06-15 08:00:00	198.1
1998-06-16 08:00:00	159.6
1998-06-17 08:00:00	167.7
1998-06-18 08:00:00	132.8
1998-06-19 08:00:00	140.4
1998-06-20 08:00:00	124.9
1998-06-21 08:00:00	190
1998-06-22 08:00:00	157
1998-06-23 08:00:00	115.61
1998-06-24 08:00:00	135.4
1998-06-25 08:00:00	236.7
1998-06-26 08:00:00	322.8
1998-06-27 08:00:00	282.9
1998-06-28 08:00:00	252.9
1998-06-29 08:00:00	222.8
1998-06-30 08:00:00	194.1
1998-07-01 08:00:00	323.7
1998-07-02 08:00:00	741.8
1998-07-03 08:00:00	850.1
1998-07-04 08:00:00	940.4
1998-07-05 08:00:00	800.6
1998-07-06 08:00:00	1176
1998-07-07 08:00:00	1349
1998-07-08 08:00:00	1000.3
1998-07-09 08:00:00	676.1
1998-07-10 08:00:00	621.6
1998-07-11 08:00:00	710.3
1998-07-12 08:00:00	1502.3
1998-07-13 08:00:00	2130.2
1998-07-14 08:00:00	1386
1998-07-15 08:00:00	901.8
1998-07-16 08:00:00	661.4
1998-07-17 08:00:00	608.4
1998-07-18 08:00:00	517.3
1998-07-19 08:00:00	525.8
1998-07-20 08:00:00	670
1998-07-21 08:00:00	497.8
1998-07-22 08:00:00	553
1998-07-23 08:00:00	567.5
1998-07-24 08:00:00	641.9
1998-07-25 08:00:00	589.8
1998-07-26 08:00:00	503.6
1998-07-27 08:00:00	500.9
1998-07-28 08:00:00	461.5
1998-07-29 08:00:00	622.4
1998-07-30 08:00:00	430.5
1998-07-31 08:00:00	340.1
1998-08-01 08:00:00	356.2
1998-08-02 08:00:00	372.5
1998-08-03 08:00:00	450
1998-08-04 08:00:00	450
1998-08-05 08:00:00	500
1998-08-06 08:00:00	817.6
1998-08-07 08:00:00	850
1998-08-08 08:00:00	1214
1998-08-09 08:00:00	900
1998-08-10 08:00:00	938.8
1998-08-11 08:00:00	920
1998-08-12 08:00:00	820
1998-08-13 08:00:00	833.9
1998-08-14 08:00:00	714
1998-08-15 08:00:00	738.1
1998-08-16 08:00:00	868.7
1998-08-17 08:00:00	819.7
1998-08-18 08:00:00	875.1
1998-08-19 08:00:00	1100
1998-08-20 08:00:00	1027
1998-08-21 08:00:00	832.5
1998-08-22 08:00:00	742.2
1998-08-23 08:00:00	920
1998-08-24 08:00:00	861.3
1998-08-25 08:00:00	722.8
1998-08-26 08:00:00	608.2
1998-08-27 08:00:00	577.1
1998-08-28 08:00:00	700.7
1998-08-29 08:00:00	664.9
1998-08-30 08:00:00	757
1998-08-31 08:00:00	706.9
1998-09-01 08:00:00	795.7
1998-09-02 08:00:00	857.5
1998-09-03 08:00:00	1740
1998-09-04 08:00:00	2115
1998-09-05 08:00:00	1614
1998-09-06 08:00:00	1200
1998-09-07 08:00:00	1400
1998-09-08 08:00:00	1600
1998-09-09 08:00:00	1653
1998-09-10 08:00:00	2185
1998-09-11 08:00:00	3696
1998-09-12 08:00:00	3114
1998-09-13 08:00:00	7877
1998-09-14 08:00:00	8684
1998-09-15 08:00:00	8789
1998-09-16 08:00:00	5854
1998-09-17 08:00:00	3953
1998-09-18 08:00:00	2667
1998-09-19 08:00:00	2047
1998-09-20 08:00:00	1738
1998-09-21 08:00:00	1548
1998-09-22 08:00:00	1299
1998-09-23 08:00:00	1353
1998-09-24 08:00:00	1473
1998-09-25 08:00:00	1508
1998-09-26 08:00:00	1294
1998-09-27 08:00:00	1272
1998-09-28 08:00:00	1131
1998-09-29 08:00:00	825
1998-09-30 08:00:00	756.3
1998-10-01 08:00:00	820
1998-10-02 08:00:00	1250
1998-10-03 08:00:00	1140
1998-10-04 08:00:00	1075
1998-10-05 08:00:00	983.3
1998-10-06 08:00:00	900
1998-10-07 08:00:00	764.8
1998-10-08 08:00:00	726
1998-10-09 08:00:00	678.3
1998-10-10 08:00:00	632.5
1998-10-11 08:00:00	440.6
1998-10-12 08:00:00	409.6
1998-10-13 08:00:00	473.3
1998-10-14 08:00:00	454.6
1998-10-15 08:00:00	416.4
1998-10-16 08:00:00	393.1
1998-10-17 08:00:00	420.8
1998-10-18 08:00:00	459.1
1998-10-19 08:00:00	937.2
1998-10-20 08:00:00	1079
1998-10-21 08:00:00	1172
1998-10-22 08:00:00	1247
1998-10-23 08:00:00	1527
1998-10-24 08:00:00	1572
1998-10-25 08:00:00	1614
1998-10-26 08:00:00	1649
1998-10-27 08:00:00	1396
1998-10-28 08:00:00	1153
1998-10-29 08:00:00	1003
1998-10-30 08:00:00	790
1998-10-31 08:00:00	720
1998-11-01 08:00:00	816.8
1998-11-02 08:00:00	833.2
1998-11-03 08:00:00	1271
1998-11-04 08:00:00	980
1998-11-05 08:00:00	946.1
1998-11-06 08:00:00	896.3
1998-11-07 08:00:00	821.5
1998-11-08 08:00:00	729.4
1998-11-09 08:00:00	747.8
1998-11-10 08:00:00	996.2
1998-11-11 08:00:00	1138
1998-11-12 08:00:00	1090
1998-11-13 08:00:00	1050
1998-11-14 08:00:00	970.5
1998-11-15 08:00:00	898
1998-11-16 08:00:00	832.9
1998-11-17 08:00:00	786.6
1998-11-18 08:00:00	1050
1998-11-19 08:00:00	1163
1998-11-20 08:00:00	866.5
1998-11-21 08:00:00	777.7
1998-11-22 08:00:00	757.2
1998-11-23 08:00:00	732.5
1998-11-24 08:00:00	695.4
1998-11-25 08:00:00	685
1998-11-26 08:00:00	674.5
1998-11-27 08:00:00	660.5
1998-11-28 08:00:00	600
1998-11-29 08:00:00	300
1998-11-30 08:00:00	270
1998-12-01 08:00:00	345.8
1998-12-02 08:00:00	306.5
1998-12-03 08:00:00	330
1998-12-04 08:00:00	262
1998-12-05 08:00:00	280
1998-12-06 08:00:00	303.6
1998-12-07 08:00:00	313.3
1998-12-08 08:00:00	328.8
1998-12-09 08:00:00	280.1
1998-12-10 08:00:00	404.1
1998-12-11 08:00:00	406.2
1998-12-12 08:00:00	396
1998-12-13 08:00:00	330
1998-12-14 08:00:00	440.1
1998-12-15 08:00:00	395
1998-12-16 08:00:00	367.9
1998-12-17 08:00:00	469.9
1998-12-18 08:00:00	485.2
1998-12-19 08:00:00	468
1998-12-20 08:00:00	450
1998-12-21 08:00:00	454.8
1998-12-22 08:00:00	422.9
1998-12-23 08:00:00	430.98
1998-12-24 08:00:00	396.8
1998-12-25 08:00:00	390
1998-12-26 08:00:00	460.8
1998-12-27 08:00:00	462
1998-12-28 08:00:00	308
1998-12-29 08:00:00	383.1
1998-12-30 08:00:00	364.7
1998-12-31 08:00:00	342.8
1999-01-01 08:00:00	327
1999-01-02 08:00:00	355.6
1999-01-03 08:00:00	316.8
1999-01-04 08:00:00	299.8
1999-01-05 08:00:00	321
1999-01-06 08:00:00	320.4
1999-01-07 08:00:00	259.8
1999-01-08 08:00:00	313.9
1999-01-09 08:00:00	267.5
1999-01-10 08:00:00	369.5
1999-01-11 08:00:00	240.2
1999-01-12 08:00:00	244.6
1999-01-13 08:00:00	217.7
1999-01-14 08:00:00	238.4
1999-01-15 08:00:00	272.3
