end_of_interval	qx_avg
1980-01-01 08:00:00	24.54
1980-01-02 08:00:00	24.75
1980-01-03 08:00:00	24.99
1980-01-04 08:00:00	22.31
1980-01-05 08:00:00	23.72
1980-01-06 08:00:00	23.8
1980-01-07 08:00:00	22.11
1980-01-08 08:00:00	22.01
1980-01-09 08:00:00	22.3
1980-01-10 08:00:00	21.41
1980-01-11 08:00:00	19.79
1980-01-12 08:00:00	22.35
1980-01-13 08:00:00	21.9
1980-01-14 08:00:00	20.8
1980-01-15 08:00:00	21.14
1980-01-16 08:00:00	19.94
1980-01-17 08:00:00	24.72
1980-01-18 08:00:00	23.97
1980-01-19 08:00:00	20.38
1980-01-20 08:00:00	19.9
1980-01-21 08:00:00	17.49
1980-01-22 08:00:00	17.54
1980-01-23 08:00:00	17.96
1980-01-24 08:00:00	18.26
1980-01-25 08:00:00	15.59
1980-01-26 08:00:00	15
1980-01-27 08:00:00	14.5
1980-01-28 08:00:00	14.41
1980-01-29 08:00:00	14.99
1980-01-30 08:00:00	13.24
1980-01-31 08:00:00	14.77
1980-02-01 08:00:00	14.62
1980-02-02 08:00:00	13.1
1980-02-03 08:00:00	13.5
1980-02-04 08:00:00	14.23
1980-02-05 08:00:00	12.27
1980-02-06 08:00:00	13.57
1980-02-07 08:00:00	13.99
1980-02-08 08:00:00	14.22
1980-02-09 08:00:00	13.84
1980-02-10 08:00:00	13.7
1980-02-11 08:00:00	15.58
1980-02-12 08:00:00	14.62
1980-02-13 08:00:00	14.48
1980-02-14 08:00:00	14.69
1980-02-15 08:00:00	13.07
1980-02-16 08:00:00	14.56
1980-02-17 08:00:00	14.5
1980-02-18 08:00:00	13.55
1980-02-19 08:00:00	15.59
1980-02-20 08:00:00	13.79
1980-02-21 08:00:00	14.53
1980-02-22 08:00:00	14.35
1980-02-23 08:00:00	12.34
1980-02-24 08:00:00	13
1980-02-25 08:00:00	10.03
1980-02-26 08:00:00	10.67
1980-02-27 08:00:00	10.86
1980-02-28 08:00:00	11.46
1980-02-29 08:00:00	9.533
1980-03-01 08:00:00	10.08
1980-03-02 08:00:00	10
1980-03-03 08:00:00	9.062
1980-03-04 08:00:00	9.666
1980-03-05 08:00:00	8.136
1980-03-06 08:00:00	8.824
1980-03-07 08:00:00	7.864
1980-03-08 08:00:00	7.995
1980-03-09 08:00:00	8.7
1980-03-10 08:00:00	7.468
1980-03-11 08:00:00	7.165
1980-03-12 08:00:00	8.009
1980-03-13 08:00:00	8.154
1980-03-14 08:00:00	7.566
1980-03-15 08:00:00	6.579
1980-03-16 08:00:00	6.6
1980-03-17 08:00:00	7.375
1980-03-18 08:00:00	6.807
1980-03-19 08:00:00	6.597
1980-03-20 08:00:00	6.826
1980-03-21 08:00:00	7.064
1980-03-22 08:00:00	6.871
1980-03-23 08:00:00	6.8
1980-03-24 08:00:00	5.859
1980-03-25 08:00:00	6.147
1980-03-26 08:00:00	6.183
1980-03-27 08:00:00	6.211
1980-03-28 08:00:00	6.265
1980-03-29 08:00:00	6.3
1980-03-30 08:00:00	6.35
1980-03-31 08:00:00	6.423
1980-04-01 08:00:00	6.116
1980-04-02 08:00:00	5.585
1980-04-03 08:00:00	5.548
1980-04-04 08:00:00	6
1980-04-05 08:00:00	5.641
1980-04-06 08:00:00	6.129
1980-04-07 08:00:00	6.616
1980-04-08 08:00:00	6.023
1980-04-09 08:00:00	6.597
1980-04-10 08:00:00	5.763
1980-04-11 08:00:00	5.366
1980-04-12 08:00:00	6.487
1980-04-13 08:00:00	6.4
1980-04-14 08:00:00	5.666
1980-04-15 08:00:00	5.653
1980-04-16 08:00:00	5.882
1980-04-17 08:00:00	5.627
1980-04-18 08:00:00	5.603
1980-04-19 08:00:00	6.302
1980-04-20 08:00:00	6.2
1980-04-21 08:00:00	5.896
1980-04-22 08:00:00	5.157
1980-04-23 08:00:00	4.997
1980-04-24 08:00:00	4.375
1980-04-25 08:00:00	3.309
1980-04-26 08:00:00	3.704
1980-04-27 08:00:00	3.473
1980-04-28 08:00:00	3.241
1980-04-29 08:00:00	3.43
1980-04-30 08:00:00	3.4
1980-05-01 08:00:00	2.664
1980-05-02 08:00:00	2.742
1980-05-03 08:00:00	2.937
1980-05-04 08:00:00	2.93
1980-05-05 08:00:00	2.828
1980-05-06 08:00:00	2.693
1980-05-07 08:00:00	2.858
1980-05-08 08:00:00	2.241
1980-05-09 08:00:00	2.379
1980-05-10 08:00:00	2.787
1980-05-11 08:00:00	3.3
1980-05-12 08:00:00	2.444
1980-05-13 08:00:00	2.819
1980-05-14 08:00:00	2.144
1980-05-15 08:00:00	2.723
1980-05-16 08:00:00	2.66
1980-05-17 08:00:00	3.337
1980-05-18 08:00:00	2.53
1980-05-19 08:00:00	2.538
1980-05-20 08:00:00	1.542
1980-05-21 08:00:00	2.05
1980-05-22 08:00:00	1.803
1980-05-23 08:00:00	2.199
1980-05-24 08:00:00	1.791
1980-05-25 08:00:00	1.58
1980-05-26 08:00:00	1.549
1980-05-27 08:00:00	1.462
1980-05-28 08:00:00	1.458
1980-05-29 08:00:00	1.652
1980-05-30 08:00:00	1.428
1980-05-31 08:00:00	2.13
1980-06-01 08:00:00	2
1980-06-02 08:00:00	1.45
1980-06-03 08:00:00	1.43
1980-06-04 08:00:00	2.79
1980-06-05 08:00:00	2.42
1980-06-06 08:00:00	2.3
1980-06-07 08:00:00	2.63
1980-06-08 08:00:00	4
1980-06-09 08:00:00	3.89
1980-06-10 08:00:00	4.62
1980-06-11 08:00:00	3.86
1980-06-12 08:00:00	5.76
1980-06-13 08:00:00	10.02
1980-06-14 08:00:00	30.81
1980-06-15 08:00:00	40
1980-06-16 08:00:00	274.61
1980-06-17 08:00:00	212.94
1980-06-18 08:00:00	128.54
1980-06-19 08:00:00	148.9
1980-06-20 08:00:00	190.85
1980-06-21 08:00:00	237.19
1980-06-22 08:00:00	306.2
1980-06-23 08:00:00	700
1980-06-24 08:00:00	790
1980-06-25 08:00:00	1654
1980-06-26 08:00:00	1717
1980-06-27 08:00:00	950
1980-06-28 08:00:00	1554
1980-06-29 08:00:00	2920
1980-06-30 08:00:00	1500.6
1980-07-01 08:00:00	1302
1980-07-02 08:00:00	3715
1980-07-03 08:00:00	9181
1980-07-04 08:00:00	5279
1980-07-05 08:00:00	3338
1980-07-06 08:00:00	1987
1980-07-07 08:00:00	1350
1980-07-08 08:00:00	1776
1980-07-09 08:00:00	1465
1980-07-10 08:00:00	1500
1980-07-11 08:00:00	2378
1980-07-12 08:00:00	3007
1980-07-13 08:00:00	3969
1980-07-14 08:00:00	3410
1980-07-15 08:00:00	2817
1980-07-16 08:00:00	3465
1980-07-17 08:00:00	6000
1980-07-18 08:00:00	4158
1980-07-19 08:00:00	2407
1980-07-20 08:00:00	1344
1980-07-21 08:00:00	1302
1980-07-22 08:00:00	1302
1980-07-23 08:00:00	1280
1980-07-24 08:00:00	3109
1980-07-25 08:00:00	2866
1980-07-26 08:00:00	2040
1980-07-27 08:00:00	2601
1980-07-28 08:00:00	6000
1980-07-29 08:00:00	3971
1980-07-30 08:00:00	2533
1980-07-31 08:00:00	2026
1980-08-01 08:00:00	2995
1980-08-02 08:00:00	2300
1980-08-03 08:00:00	2382
1980-08-04 08:00:00	2511
1980-08-05 08:00:00	2252
1980-08-06 08:00:00	2479
1980-08-07 08:00:00	2878
1980-08-08 08:00:00	2502
1980-08-09 08:00:00	2463
1980-08-10 08:00:00	1800
1980-08-11 08:00:00	3060
1980-08-12 08:00:00	2395
1980-08-13 08:00:00	1897
1980-08-14 08:00:00	1434
1980-08-15 08:00:00	1050
1980-08-16 08:00:00	985.4
1980-08-17 08:00:00	1250
1980-08-18 08:00:00	1730
1980-08-19 08:00:00	1767
1980-08-20 08:00:00	1839
1980-08-21 08:00:00	1306
1980-08-22 08:00:00	1618
1980-08-23 08:00:00	3002
1980-08-24 08:00:00	4750
1980-08-25 08:00:00	3267
1980-08-26 08:00:00	2282
1980-08-27 08:00:00	1706
1980-08-28 08:00:00	1512
1980-08-29 08:00:00	2100
1980-08-30 08:00:00	1516
1980-08-31 08:00:00	1221
1980-09-01 08:00:00	1003
1980-09-02 08:00:00	1100
1980-09-03 08:00:00	1850
1980-09-04 08:00:00	1753
1980-09-05 08:00:00	2288
1980-09-06 08:00:00	2952
1980-09-07 08:00:00	3385
1980-09-08 08:00:00	2742
1980-09-09 08:00:00	6185
1980-09-10 08:00:00	8078
1980-09-11 08:00:00	6500
1980-09-12 08:00:00	7500
1980-09-13 08:00:00	9000
1980-09-14 08:00:00	11000
1980-09-15 08:00:00	10505
1980-09-16 08:00:00	7975
1980-09-17 08:00:00	4330
1980-09-18 08:00:00	3500
1980-09-19 08:00:00	17502
1980-09-20 08:00:00	26874
1980-09-21 08:00:00	14509
1980-09-22 08:00:00	6786
1980-09-23 08:00:00	3389
1980-09-24 08:00:00	2458
1980-09-25 08:00:00	1978
1980-09-26 08:00:00	1573
1980-09-27 08:00:00	1281
1980-09-28 08:00:00	1050
1980-09-29 08:00:00	929.3
1980-09-30 08:00:00	758
1980-10-01 08:00:00	720.3
1980-10-02 08:00:00	620
1980-10-03 08:00:00	640
1980-10-04 08:00:00	524
1980-10-05 08:00:00	504.9
1980-10-06 08:00:00	437.8
1980-10-07 08:00:00	397.3
1980-10-08 08:00:00	369.2
1980-10-09 08:00:00	327.1
1980-10-10 08:00:00	313.3
1980-10-11 08:00:00	304.3
1980-10-12 08:00:00	289.2
1980-10-13 08:00:00	291.1
1980-10-14 08:00:00	295.8
1980-10-15 08:00:00	280.4
1980-10-16 08:00:00	314.9
1980-10-17 08:00:00	293.2
1980-10-18 08:00:00	296.8
1980-10-19 08:00:00	327.2
1980-10-20 08:00:00	350.9
1980-10-21 08:00:00	418.4
1980-10-22 08:00:00	538.7
1980-10-23 08:00:00	670.4
1980-10-24 08:00:00	665.5
1980-10-25 08:00:00	600.4
1980-10-26 08:00:00	550.4
1980-10-27 08:00:00	527.5
1980-10-28 08:00:00	486.2
1980-10-29 08:00:00	443
1980-10-30 08:00:00	405.2
1980-10-31 08:00:00	366.8
1980-11-01 08:00:00	351.7
1980-11-02 08:00:00	328.6
1980-11-03 08:00:00	311.7
1980-11-04 08:00:00	277.3
1980-11-05 08:00:00	241
1980-11-06 08:00:00	235.1
1980-11-07 08:00:00	215.9
1980-11-08 08:00:00	201.3
1980-11-09 08:00:00	205.8
1980-11-10 08:00:00	191
1980-11-11 08:00:00	169.8
1980-11-12 08:00:00	175.2
1980-11-13 08:00:00	169
1980-11-14 08:00:00	169
1980-11-15 08:00:00	168.9
1980-11-16 08:00:00	165
1980-11-17 08:00:00	145.1
1980-11-18 08:00:00	141.6
1980-11-19 08:00:00	140
1980-11-20 08:00:00	135.7
1980-11-21 08:00:00	134.3
1980-11-22 08:00:00	130
1980-11-23 08:00:00	122
1980-11-24 08:00:00	122.1
1980-11-25 08:00:00	113.1
1980-11-26 08:00:00	112.9
1980-11-27 08:00:00	113.6
1980-11-28 08:00:00	106.7
1980-11-29 08:00:00	101.5
1980-11-30 08:00:00	100
1980-12-01 08:00:00	105.4
1980-12-02 08:00:00	103.8
1980-12-03 08:00:00	98.94
1980-12-04 08:00:00	96.64
1980-12-05 08:00:00	93.11
1980-12-06 08:00:00	88.96
1980-12-07 08:00:00	95
1980-12-08 08:00:00	85.74
1980-12-09 08:00:00	80.55
1980-12-10 08:00:00	70.39
1980-12-11 08:00:00	68.7
1980-12-12 08:00:00	63.69
1980-12-13 08:00:00	62.5
1980-12-14 08:00:00	60
1980-12-15 08:00:00	53.2
1980-12-16 08:00:00	48.32
1980-12-17 08:00:00	54.91
1980-12-18 08:00:00	51.25
1980-12-19 08:00:00	61.51
1980-12-20 08:00:00	59.37
1980-12-21 08:00:00	55.18
1980-12-22 08:00:00	56.12
1980-12-23 08:00:00	54.73
1980-12-24 08:00:00	58.61
1980-12-25 08:00:00	57
1980-12-26 08:00:00	66.28
1980-12-27 08:00:00	65.13
1980-12-28 08:00:00	65
1980-12-29 08:00:00	68.36
1980-12-30 08:00:00	69.04
1980-12-31 08:00:00	61.15
1981-01-01 08:00:00	56.7
1981-01-02 08:00:00	70.71
1981-01-03 08:00:00	73.73
1981-01-04 08:00:00	70
1981-01-05 08:00:00	62.95
1981-01-06 08:00:00	57.62
1981-01-07 08:00:00	58.1
1981-01-08 08:00:00	57.57
1981-01-09 08:00:00	58.76
1981-01-10 08:00:00	57.02
1981-01-11 08:00:00	54
1981-01-12 08:00:00	54.73
1981-01-13 08:00:00	53.58
1981-01-14 08:00:00	51.88
1981-01-15 08:00:00	56.08
1981-01-16 08:00:00	59.93
1981-01-17 08:00:00	52.09
1981-01-18 08:00:00	52
1981-01-19 08:00:00	54.19
1981-01-20 08:00:00	52.03
1981-01-21 08:00:00	50.79
1981-01-22 08:00:00	53.48
1981-01-23 08:00:00	52.99
1981-01-24 08:00:00	48.099
1981-01-25 08:00:00	48
1981-01-26 08:00:00	48
1981-01-27 08:00:00	51.16
1981-01-28 08:00:00	194.9
1981-01-29 08:00:00	133.8
1981-01-30 08:00:00	59.32
1981-01-31 08:00:00	58
1981-02-01 08:00:00	70
1981-02-02 08:00:00	65.27
1981-02-03 08:00:00	58.32
1981-02-04 08:00:00	52.55
1981-02-05 08:00:00	52.6
1981-02-06 08:00:00	49.9
1981-02-07 08:00:00	45.72
1981-02-08 08:00:00	42
1981-02-09 08:00:00	44.05
1981-02-10 08:00:00	45.59
1981-02-11 08:00:00	41.61
1981-02-12 08:00:00	43.04
1981-02-13 08:00:00	33.12
1981-02-14 08:00:00	38.38
1981-02-15 08:00:00	39
1981-02-16 08:00:00	37.62
1981-02-17 08:00:00	36.67
1981-02-18 08:00:00	35.95
1981-02-19 08:00:00	33.12
1981-02-20 08:00:00	31.52
1981-02-21 08:00:00	28.72
1981-02-22 08:00:00	24
1981-02-23 08:00:00	24.03
1981-02-24 08:00:00	24.8
1981-02-25 08:00:00	28.14
1981-02-26 08:00:00	26.46
1981-02-27 08:00:00	25.42
1981-02-28 08:00:00	22.11
1981-03-01 08:00:00	30
1981-03-02 08:00:00	22.1
1981-03-03 08:00:00	18.72
1981-03-04 08:00:00	19.21
1981-03-05 08:00:00	19.58
1981-03-06 08:00:00	19.3
1981-03-07 08:00:00	19.82
1981-03-08 08:00:00	19
1981-03-09 08:00:00	18.82
1981-03-10 08:00:00	18.4
1981-03-11 08:00:00	17.59
1981-03-12 08:00:00	17.71
1981-03-13 08:00:00	18.22
1981-03-14 08:00:00	16.36
1981-03-15 08:00:00	16
1981-03-16 08:00:00	18.54
1981-03-17 08:00:00	19.55
1981-03-18 08:00:00	21.34
1981-03-19 08:00:00	25.2
1981-03-20 08:00:00	28.79
1981-03-21 08:00:00	35
1981-03-22 08:00:00	30.86
1981-03-23 08:00:00	38.22
1981-03-24 08:00:00	33.82
1981-03-25 08:00:00	33.04
1981-03-26 08:00:00	32.32
1981-03-27 08:00:00	41.22
1981-03-28 08:00:00	41.2
1981-03-29 08:00:00	38
1981-03-30 08:00:00	36.86
1981-03-31 08:00:00	37.31
1981-04-01 08:00:00	31.75
1981-04-02 08:00:00	28.7
1981-04-03 08:00:00	25.2
1981-04-04 08:00:00	23.02
1981-04-05 08:00:00	27
1981-04-06 08:00:00	25.02
1981-04-07 08:00:00	19.17
1981-04-08 08:00:00	17.35
1981-04-09 08:00:00	15.45
1981-04-10 08:00:00	14.69
1981-04-11 08:00:00	14.31
1981-04-12 08:00:00	14
1981-04-13 08:00:00	12.85
1981-04-14 08:00:00	10.99
1981-04-15 08:00:00	11.42
1981-04-16 08:00:00	10.48
1981-04-17 08:00:00	9
1981-04-18 08:00:00	10.39
1981-04-19 08:00:00	8.5
1981-04-20 08:00:00	9.28
1981-04-21 08:00:00	8.99
1981-04-22 08:00:00	8.08
1981-04-23 08:00:00	8.13
1981-04-24 08:00:00	8.46
1981-04-25 08:00:00	7.95
1981-04-26 08:00:00	8
1981-04-27 08:00:00	8.61
1981-04-28 08:00:00	8.61
1981-04-29 08:00:00	7.69
1981-04-30 08:00:00	8.37
1981-05-01 08:00:00	7.96
1981-05-02 08:00:00	6.92
1981-05-03 08:00:00	6
1981-05-04 08:00:00	7.78
1981-05-05 08:00:00	11.05
1981-05-06 08:00:00	9.39
1981-05-07 08:00:00	12.04
1981-05-08 08:00:00	10.821
1981-05-09 08:00:00	13.42
1981-05-10 08:00:00	12
1981-05-11 08:00:00	12.52
1981-05-12 08:00:00	12.65
1981-05-13 08:00:00	17.18
1981-05-14 08:00:00	16.93
1981-05-15 08:00:00	19.21
1981-05-16 08:00:00	19.31
1981-05-17 08:00:00	18
1981-05-18 08:00:00	17.5
1981-05-19 08:00:00	13.77
1981-05-20 08:00:00	11.56
1981-05-21 08:00:00	10.04
1981-05-22 08:00:00	9.12
1981-05-23 08:00:00	9.55
1981-05-24 08:00:00	11
1981-05-25 08:00:00	8.72
1981-05-26 08:00:00	8.42
1981-05-27 08:00:00	9.61
1981-05-28 08:00:00	8.47
1981-05-29 08:00:00	7.34
1981-05-30 08:00:00	7.11
1981-05-31 08:00:00	7
1981-06-01 08:00:00	6.86
1981-06-02 08:00:00	7.18
1981-06-03 08:00:00	8.18
1981-06-04 08:00:00	8.27
1981-06-05 08:00:00	11.36
1981-06-06 08:00:00	10.72
1981-06-07 08:00:00	11
1981-06-08 08:00:00	11.11
1981-06-09 08:00:00	10.65
1981-06-10 08:00:00	10.18
1981-06-11 08:00:00	15.61
1981-06-12 08:00:00	14.58
1981-06-13 08:00:00	11.75
1981-06-14 08:00:00	12
1981-06-15 08:00:00	12.54
1981-06-16 08:00:00	11.45
1981-06-17 08:00:00	8.73
1981-06-18 08:00:00	12.99
1981-06-19 08:00:00	10.51
1981-06-20 08:00:00	14.36
1981-06-21 08:00:00	30
1981-06-22 08:00:00	33.88
1981-06-23 08:00:00	38.38
1981-06-24 08:00:00	1002
1981-06-25 08:00:00	362.8
1981-06-26 08:00:00	285.6
1981-06-27 08:00:00	273.9
1981-06-28 08:00:00	200
1981-06-29 08:00:00	195.6
1981-06-30 08:00:00	161.4
1981-07-01 08:00:00	289.9
1981-07-02 08:00:00	475
1981-07-03 08:00:00	531
1981-07-04 08:00:00	446.7
1981-07-05 08:00:00	390
1981-07-06 08:00:00	383.1
1981-07-07 08:00:00	320.8
1981-07-08 08:00:00	460
1981-07-09 08:00:00	550
1981-07-10 08:00:00	500
1981-07-11 08:00:00	440
1981-07-12 08:00:00	445.5
1981-07-13 08:00:00	440
1981-07-14 08:00:00	2500
1981-07-15 08:00:00	2300
1981-07-16 08:00:00	900.4
1981-07-17 08:00:00	700.1
1981-07-18 08:00:00	872.8
1981-07-19 08:00:00	1100
1981-07-20 08:00:00	900
1981-07-21 08:00:00	916.5
1981-07-22 08:00:00	674.4
1981-07-23 08:00:00	680.2
1981-07-24 08:00:00	1205
1981-07-25 08:00:00	866.7
1981-07-26 08:00:00	700
1981-07-27 08:00:00	720.6
1981-07-28 08:00:00	657
1981-07-29 08:00:00	1063
1981-07-30 08:00:00	800.1
1981-07-31 08:00:00	625.4
1981-08-01 08:00:00	871.3
1981-08-02 08:00:00	1050
1981-08-03 08:00:00	883.7
1981-08-04 08:00:00	835.3
1981-08-05 08:00:00	1365
1981-08-06 08:00:00	2200
1981-08-07 08:00:00	3131
1981-08-08 08:00:00	2400
1981-08-09 08:00:00	3500
1981-08-10 08:00:00	9024
1981-08-11 08:00:00	6615
1981-08-12 08:00:00	5550
1981-08-13 08:00:00	3600
1981-08-14 08:00:00	1588
1981-08-15 08:00:00	1400
1981-08-16 08:00:00	7900
1981-08-17 08:00:00	5250
1981-08-18 08:00:00	4161
1981-08-19 08:00:00	2553
1981-08-20 08:00:00	1749
1981-08-21 08:00:00	1446
1981-08-22 08:00:00	3250
1981-08-23 08:00:00	12309
1981-08-24 08:00:00	5816
1981-08-25 08:00:00	3839
1981-08-26 08:00:00	2699
1981-08-27 08:00:00	1859
1981-08-28 08:00:00	1308
1981-08-29 08:00:00	1086
1981-08-30 08:00:00	999
1981-08-31 08:00:00	999
1981-09-01 08:00:00	1080
1981-09-02 08:00:00	1026
1981-09-03 08:00:00	1015
1981-09-04 08:00:00	1019
1981-09-05 08:00:00	1453
1981-09-06 08:00:00	1400
1981-09-07 08:00:00	1620
1981-09-08 08:00:00	3000
1981-09-09 08:00:00	2424
1981-09-10 08:00:00	2500
1981-09-11 08:00:00	1577
1981-09-12 08:00:00	1562
1981-09-13 08:00:00	1160
1981-09-14 08:00:00	1160
1981-09-15 08:00:00	1181
1981-09-16 08:00:00	1040
1981-09-17 08:00:00	973.9
1981-09-18 08:00:00	776.8
1981-09-19 08:00:00	755.2
1981-09-20 08:00:00	760
1981-09-21 08:00:00	685.4
1981-09-22 08:00:00	1244
1981-09-23 08:00:00	2700
1981-09-24 08:00:00	2106
1981-09-25 08:00:00	1402
1981-09-26 08:00:00	1205
1981-09-27 08:00:00	1780
1981-09-28 08:00:00	4949
1981-09-29 08:00:00	5055
1981-09-30 08:00:00	3688
1981-10-01 08:00:00	2667
1981-10-02 08:00:00	2007
1981-10-03 08:00:00	1484
1981-10-04 08:00:00	1100.8
1981-10-05 08:00:00	966.5
1981-10-06 08:00:00	766.57
1981-10-07 08:00:00	750
1981-10-08 08:00:00	700
1981-10-09 08:00:00	650
1981-10-10 08:00:00	524.3
1981-10-11 08:00:00	450
1981-10-12 08:00:00	442.7
1981-10-13 08:00:00	403.3
1981-10-14 08:00:00	410.9
1981-10-15 08:00:00	340.1
1981-10-16 08:00:00	330.4
1981-10-17 08:00:00	337.6
1981-10-18 08:00:00	337
1981-10-19 08:00:00	343.8
1981-10-20 08:00:00	336.2
1981-10-21 08:00:00	326.2
1981-10-22 08:00:00	333.2
1981-10-23 08:00:00	322.4
1981-10-24 08:00:00	314.4
1981-10-25 08:00:00	312
1981-10-26 08:00:00	320.6
1981-10-27 08:00:00	359.4
1981-10-28 08:00:00	351.1
1981-10-29 08:00:00	395.2
1981-10-30 08:00:00	430.3
1981-10-31 08:00:00	486
1981-11-01 08:00:00	400
1981-11-02 08:00:00	378.8
1981-11-03 08:00:00	329.5
1981-11-04 08:00:00	271
1981-11-05 08:00:00	258.7
1981-11-06 08:00:00	255.8
1981-11-07 08:00:00	224.3
1981-11-08 08:00:00	220
1981-11-09 08:00:00	193.5
1981-11-10 08:00:00	194.3
1981-11-11 08:00:00	172.9
1981-11-12 08:00:00	165.8
1981-11-13 08:00:00	172.4
1981-11-14 08:00:00	152.6
1981-11-15 08:00:00	150
1981-11-16 08:00:00	139.9
1981-11-17 08:00:00	142
1981-11-18 08:00:00	134.2
1981-11-19 08:00:00	137
1981-11-20 08:00:00	132.6
1981-11-21 08:00:00	115.4
1981-11-22 08:00:00	114
1981-11-23 08:00:00	106.1
1981-11-24 08:00:00	108.6
1981-11-25 08:00:00	108.1
1981-11-26 08:00:00	109.6
1981-11-27 08:00:00	101.8
1981-11-28 08:00:00	86.34
1981-11-29 08:00:00	84
1981-11-30 08:00:00	81.86
1981-12-01 08:00:00	81.18
1981-12-02 08:00:00	75.72
1981-12-03 08:00:00	75
1981-12-04 08:00:00	70.85
1981-12-05 08:00:00	72.9
1981-12-06 08:00:00	78
1981-12-07 08:00:00	69.59
1981-12-08 08:00:00	64.67
1981-12-09 08:00:00	75.5
1981-12-10 08:00:00	74.46
1981-12-11 08:00:00	67.8
1981-12-12 08:00:00	68.7
1981-12-13 08:00:00	85
1981-12-14 08:00:00	64.9
1981-12-15 08:00:00	68.5
1981-12-16 08:00:00	70.2
1981-12-17 08:00:00	57.3
1981-12-18 08:00:00	54.4
1981-12-19 08:00:00	53.2
1981-12-20 08:00:00	53
1981-12-21 08:00:00	49.5
1981-12-22 08:00:00	50.4
1981-12-23 08:00:00	52.8
1981-12-24 08:00:00	51
1981-12-25 08:00:00	65
1981-12-26 08:00:00	66.3
1981-12-27 08:00:00	66
1981-12-28 08:00:00	60.5
1981-12-29 08:00:00	51.3
1981-12-30 08:00:00	50.5
1981-12-31 08:00:00	48.7
1982-01-01 08:00:00	43.1
1982-01-02 08:00:00	48.1
1982-01-03 08:00:00	49
1982-01-04 08:00:00	52.4
1982-01-05 08:00:00	54.1
1982-01-06 08:00:00	51.6
1982-01-07 08:00:00	49.7
1982-01-08 08:00:00	50.8
1982-01-09 08:00:00	48.5
1982-01-10 08:00:00	48
1982-01-11 08:00:00	47.8
1982-01-12 08:00:00	53.8
1982-01-13 08:00:00	62.5
1982-01-14 08:00:00	62.6
1982-01-15 08:00:00	62.5
1982-01-16 08:00:00	66.2
1982-01-17 08:00:00	66
1982-01-18 08:00:00	64.6
1982-01-19 08:00:00	63.5
1982-01-20 08:00:00	54.6
1982-01-21 08:00:00	54.9
1982-01-22 08:00:00	53.9
1982-01-23 08:00:00	60
1982-01-24 08:00:00	50.66
1982-01-25 08:00:00	56
1982-01-26 08:00:00	59.32
1982-01-27 08:00:00	61.3
1982-01-28 08:00:00	87.4
1982-01-29 08:00:00	82.8
1982-01-30 08:00:00	91
1982-01-31 08:00:00	74.5
1982-02-01 08:00:00	65.33
1982-02-02 08:00:00	58.36
1982-02-03 08:00:00	53.73
1982-02-04 08:00:00	132.8
1982-02-05 08:00:00	108.9
1982-02-06 08:00:00	106.5
1982-02-07 08:00:00	107
1982-02-08 08:00:00	92.78
1982-02-09 08:00:00	74.6
1982-02-10 08:00:00	69.37
1982-02-11 08:00:00	59.04
1982-02-12 08:00:00	60.5
1982-02-13 08:00:00	59.4
1982-02-14 08:00:00	47
1982-02-15 08:00:00	51.6
1982-02-16 08:00:00	52
1982-02-17 08:00:00	48.9
1982-02-18 08:00:00	48.4
1982-02-19 08:00:00	49.6
1982-02-20 08:00:00	46.9
1982-02-21 08:00:00	45
1982-02-22 08:00:00	44.1
1982-02-23 08:00:00	42.3
1982-02-24 08:00:00	40.3
1982-02-25 08:00:00	37.5
1982-02-26 08:00:00	35.2
1982-02-27 08:00:00	35.4
1982-02-28 08:00:00	35.2
1982-03-01 08:00:00	34.2
1982-03-02 08:00:00	38.8
1982-03-03 08:00:00	46.1
1982-03-04 08:00:00	70.3
1982-03-05 08:00:00	80.1
1982-03-06 08:00:00	92.9
1982-03-07 08:00:00	80
1982-03-08 08:00:00	65.8
1982-03-09 08:00:00	51.1
1982-03-10 08:00:00	50
1982-03-11 08:00:00	44.6
1982-03-12 08:00:00	45.1
1982-03-13 08:00:00	67.9
1982-03-14 08:00:00	62
1982-03-15 08:00:00	63.1
1982-03-16 08:00:00	60
1982-03-17 08:00:00	59.3
1982-03-18 08:00:00	48.1
1982-03-19 08:00:00	37.9
1982-03-20 08:00:00	29.2
1982-03-21 08:00:00	25
1982-03-22 08:00:00	22.5
1982-03-23 08:00:00	23.63
1982-03-24 08:00:00	21.07
1982-03-25 08:00:00	21.4
1982-03-26 08:00:00	19.6
1982-03-27 08:00:00	18.9
1982-03-28 08:00:00	18
1982-03-29 08:00:00	17.9
1982-03-30 08:00:00	16.7
1982-03-31 08:00:00	16.9
1982-04-01 08:00:00	15.9
1982-04-02 08:00:00	14.9
1982-04-03 08:00:00	15.9
1982-04-04 08:00:00	20
1982-04-05 08:00:00	22.4
1982-04-06 08:00:00	22
1982-04-07 08:00:00	17.1
1982-04-08 08:00:00	17.1
1982-04-09 08:00:00	15
1982-04-10 08:00:00	15.9
1982-04-11 08:00:00	15
1982-04-12 08:00:00	15.4
1982-04-13 08:00:00	15.8
1982-04-14 08:00:00	14.6
1982-04-15 08:00:00	16.1
1982-04-16 08:00:00	14.3
1982-04-17 08:00:00	13.1
1982-04-18 08:00:00	13
1982-04-19 08:00:00	13.7
1982-04-20 08:00:00	12.7
1982-04-21 08:00:00	12.6
1982-04-22 08:00:00	12.2
1982-04-23 08:00:00	11.6
1982-04-24 08:00:00	11
